DateTime,Open,High,Low,Close,Ticks(from bar),Volume(from bar),Goose Zones_MA Line,Goose Zones_Upper Keltner,Goose Zones_Lower Keltner,Goose Zones_Short Trigger,Goose Zones_Top of Range,Goose Zones_Long Trigger,Goose Zones_Bottom of Range,Goose Zones_Arrow Marker,
4/7/2024 10:00:00 PM -06:00,39247,39249,39180,39196,1313,1352,39543.3088496726,40183.8798711068,38902.7378282384,39361.875,39500.75,39084.125,38945.25,,
4/7/2024 11:00:00 PM -06:00,39195,39207,39193,39202,464,472,39539.9127417157,40175.4333052251,38904.3921782062,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 12:00:00 AM -06:00,39202,39220,39186,39201,736,750,39536.5404756289,40168.95138179,38904.1295694679,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 1:00:00 AM -06:00,39203,39220,39171,39180,1372,1455,39532.9928092048,40163.7429103294,38902.2427080801,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 2:00:00 AM -06:00,39180,39279,39166,39258,2567,2708,39530.256562347,40165.4121351023,38895.1009895918,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 3:00:00 AM -06:00,39258,39271,39117,39183,4307,4536,39526.8012731694,40170.1941039072,38883.4084424316,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 4:00:00 AM -06:00,39180,39227,39167,39205,1943,2088,39523.5992704513,40166.2618242664,38880.9367166363,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 5:00:00 AM -06:00,39204,39236,39179,39233,1415,1488,39520.707735422,40162.3636966617,38879.0517741822,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 6:00:00 AM -06:00,39233,39256,39199,39237,2087,2209,39517.8847728804,40158.5441573914,38877.2253883694,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 7:00:00 AM -06:00,39236,39293,39214,39283,3185,3432,39515.5476109612,40157.2999369199,38873.7952850026,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 8:00:00 AM -06:00,39284,39332,39215,39245,19090,20385,39512.8555949318,40159.2820270998,38866.4291627638,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 9:00:00 AM -06:00,39245,39311,39191,39282,14974,15820,39510.5585243354,40161.8961362829,38859.220912388,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 10:00:00 AM -06:00,39282,39316,39193,39217,12340,13028,39507.6375439938,40164.1210503497,38851.1540376379,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 11:00:00 AM -06:00,39219,39264,39165,39261,12478,13004,39505.1834390784,40164.492980197,38845.8738979599,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 12:00:00 PM -06:00,39261,39285,39222,39273,8583,9100,39502.8731561025,40161.5776271602,38844.1686850448,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 1:00:00 PM -06:00,39274,39280,39213,39254,7330,7749,39500.3968062906,40158.8803373377,38841.9132752434,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 2:00:00 PM -06:00,39255,39291,39192,39227,13581,14286,39497.6764400588,40158.9661051254,38836.3867749922,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 3:00:00 PM -06:00,39228,39249,39223,39240,2198,2635,39495.1124953816,40152.2798752236,38837.9451155396,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 5:00:00 PM -06:00,39248,39256,39230,39242,666,723,39492.5939630892,40145.6800754702,38839.5078507083,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 6:00:00 PM -06:00,39241,39243,39225,39227,386,415,39489.9512370884,40138.2404727292,38841.6620014476,39361.875,39500.75,39084.125,38945.25,,
4/8/2024 7:00:00 PM -06:00,39226,39232,39213,39214,405,416,39487.2054536347,40130.8400700154,38843.570837254,39281.425,39343.85,39156.575,39094.15,,
4/8/2024 8:00:00 PM -06:00,39216,39221,39200,39201,436,446,39484.3576381757,40123.5730046421,38845.1422717092,39281.425,39343.85,39156.575,39094.15,,
4/8/2024 9:00:00 PM -06:00,39201,39208,39191,39198,368,379,39481.5083084426,40115.970288178,38847.0463287071,39281.425,39343.85,39156.575,39094.15,,
4/8/2024 10:00:00 PM -06:00,39198,39211,39196,39207,321,328,39478.7768824879,40108.3437181464,38849.2100468294,39281.425,39343.85,39156.575,39094.15,,
