datetime,open,high,low,close,ticks,volume,ma_line,upper_keltner,lower_keltner,short_trigger,short_stop,long_trigger,long_stop,arrow_marker,goose_momentum_goosemomentum,goose_momentum_goosemomentum_2,sessionDate,sessionType
2024-02-22 03:25:00-05:00,38887,38890,38883,38884,98,122,38770.2549995736,38817.0983583328,38723.4116408144,38772.975,38868.95,38581.025,38485.05,,94.1166758475641,93.8381904922675,2024-02-21,GBX
2024-02-22 03:26:00-05:00,38883,38885,38880,38884,53,54,38771.3867906226,38818.2366831255,38724.5368981197,38772.975,38868.95,38581.025,38485.05,,94.2070189465315,94.0226047193995,2024-02-21,GBX
2024-02-22 03:27:00-05:00,38885,38889,38884,38889,36,36,38772.5570713129,38819.4134325471,38725.7007100788,38772.975,38868.95,38581.025,38485.05,,94.437981004668,94.2302928620338,2024-02-21,GBX
2024-02-22 03:28:00-05:00,38889,38892,38888,38890,50,52,38773.725657668,38820.4938959049,38726.9574194312,38772.975,38868.95,38581.025,38485.05,,94.7088397624373,94.4695663122355,2024-02-21,GBX
2024-02-22 03:29:00-05:00,38889,38891,38887,38891,60,61,38774.892566547,38821.5735586322,38728.2115744617,38772.975,38868.95,38581.025,38485.05,,95.0361267899302,94.7528465510829,2024-02-21,GBX
2024-02-22 03:30:00-05:00,38890,38902,38887,38897,236,278,38776.1075658848,38823.7419809343,38728.4731508353,38772.975,38868.95,38581.025,38485.05,,95.231951682899,94.9923991169909,2024-02-21,GBX
2024-02-22 03:31:00-05:00,38898,38899,38893,38894,60,66,38777.2806249307,38825.0082298803,38729.5530199812,38772.975,38868.95,38581.025,38485.05,,95.2137552234039,95.1030771701974,2024-02-21,GBX
2024-02-22 03:32:00-05:00,38894,38896,38886,38886,108,142,38778.3624097573,38826.5603867969,38730.1644327177,38772.975,38868.95,38581.025,38485.05,,94.7398525431338,94.9214648566656,2024-02-21,GBX
2024-02-22 03:33:00-05:00,38886,38889,38881,38886,90,92,38779.4334305557,38827.9080446397,38730.9588164717,38772.975,38868.95,38581.025,38485.05,,93.9889624155063,94.4552136360859,2024-02-21,GBX
2024-02-22 03:34:00-05:00,38886,38886,38873,38875,113,122,38780.3843416945,38829.6054770314,38731.1632063576,38772.975,38868.95,38581.025,38485.05,,92.6587817982399,93.5569977171629,2024-02-21,GBX
2024-02-22 03:35:00-05:00,38875,38876,38868,38873,171,181,38781.3058905333,38830.793482235,38731.8182988316,38772.975,38868.95,38581.025,38485.05,,90.9251896139773,92.2410936655701,2024-02-21,GBX
2024-02-22 03:36:00-05:00,38871,38877,38871,38877,76,82,38782.258070727,38831.82041276,38732.695728694,38772.975,38868.95,38581.025,38485.05,,89.1450313978013,90.6930625316857,2024-02-21,GBX
2024-02-22 03:37:00-05:00,38877,38877,38871,38871,56,56,38783.1410749984,38832.7774235784,38733.5047264184,38772.975,38868.95,38581.025,38485.05,,87.1698694527207,88.9314659922032,2024-02-21,GBX
2024-02-22 03:38:00-05:00,38870,38872,38870,38871,58,74,38784.0152931576,38833.3468024482,38734.683783867,38772.975,38868.95,38581.025,38485.05,,85.1365196412053,87.0339928167042,2024-02-21,GBX
2024-02-22 03:39:00-05:00,38870,38872,38866,38867,60,62,38784.8410116337,38834.2488243144,38735.4331989529,38772.975,38868.95,38581.025,38485.05,38874.0,82.9856239440538,85.009808380379,2024-02-21,GBX
2024-02-28 04:33:00-05:00,38894,38894,38882,38885,91,99,38948.4879843305,38989.9828265071,38906.993142154,39082.825,39149.65,38949.175,38882.35,38880.0,-82.2953126248759,-81.1002128170128,2024-02-27,GBX
2024-02-28 04:40:00-05:00,38887,38889,38880,38881,50,51,38944.3754000582,38987.188420807,38901.5623793094,39082.825,39149.65,38949.175,38882.35,,-86.3040648579887,-85.6320567948214,2024-02-27,GBX
2024-02-28 04:41:00-05:00,38880,38880,38852,38854,273,283,38943.4761423462,38988.6044564209,38898.3478282715,39082.825,39149.65,38949.175,38882.35,,-87.3252890547416,-86.4786729247815,2024-02-27,GBX
2024-02-28 04:42:00-05:00,38854,38870,38854,38865,125,137,38942.6952852084,38988.8869991431,38896.5035712738,39082.825,39149.65,38949.175,38882.35,,-87.669845215668,-87.0742590702247,2024-02-27,GBX
2024-02-28 04:43:00-05:00,38865,38870,38865,38869,54,54,38941.9619987884,38988.1667304949,38895.757267082,39082.825,39149.65,38949.175,38882.35,,-87.3192443265394,-87.1967516983821,2024-02-27,GBX
2024-02-28 04:44:00-05:00,38869,38869,38859,38861,34,34,38941.1564067607,38987.8466635248,38894.4661499966,39082.825,39149.65,38949.175,38882.35,,-87.0667865132487,-87.1317691058154,2024-02-27,GBX
2024-02-28 04:45:00-05:00,38859,38861,38854,38857,60,68,38940.319029579,38987.2063982161,38893.4316609419,39082.825,39149.65,38949.175,38882.35,,-87.1318914959346,-87.131830300875,2024-02-27,GBX
2024-02-28 04:46:00-05:00,38858,38863,38857,38862,32,37,38939.5397357523,38986.5277275871,38892.5517439176,39082.825,39149.65,38949.175,38882.35,,-87.0909582984673,-87.1113942996711,2024-02-27,GBX
2024-02-28 04:47:00-05:00,38862,38863,38856,38858,25,25,38938.7283950981,38985.9105362678,38891.5462539284,39082.825,39149.65,38949.175,38882.35,,-87.2190562872748,-87.165225293473,2024-02-27,GBX
2024-02-28 04:48:00-05:00,38857,38859,38852,38853,32,35,38937.8753762414,38985.2497349119,38890.5010175709,39082.825,39149.65,38949.175,38882.35,,-87.7316167186598,-87.4484210060664,2024-02-27,GBX
2024-02-28 04:49:00-05:00,38853,38856,38847,38856,55,65,38937.0606958808,38984.8144141665,38889.306977595,39082.825,39149.65,38949.175,38882.35,,-88.0341059503665,-87.7412634782164,2024-02-27,GBX
2024-02-28 04:50:00-05:00,38855,38862,38854,38862,107,131,38936.3138232849,38984.3485991002,38888.2790474697,39082.825,39149.65,38949.175,38882.35,,-87.8629866229927,-87.8021250506046,2024-02-27,GBX
2024-02-28 04:51:00-05:00,38862,38866,38860,38865,44,45,38935.6042330035,38983.7282150295,38887.4802509775,39082.825,39149.65,38949.175,38882.35,,-87.2383355801414,-87.520230315373,2024-02-27,GBX
2024-02-28 04:52:00-05:00,38865,38865,38861,38862,25,25,38934.8718525756,38982.8950984621,38886.8486066891,39082.825,39149.65,38949.175,38882.35,,-86.5094781190933,-87.0148542172332,2024-02-27,GBX
2024-02-28 04:53:00-05:00,38862,38863,38858,38861,39,43,38934.1368092664,38982.1548487261,38886.1187698067,39082.825,39149.65,38949.175,38882.35,,-85.7946967393228,-86.404775478278,2024-02-27,GBX
2024-02-28 04:54:00-05:00,38860,38865,38859,38864,82,113,38933.4389305672,38981.5463427686,38885.3315183658,39082.825,39149.65,38949.175,38882.35,,-84.961539100091,-85.6831572891845,2024-02-27,GBX
2024-02-28 04:55:00-05:00,38864,38868,38861,38866,64,73,38932.7678964322,38981.0583194575,38884.4774734069,39082.825,39149.65,38949.175,38882.35,,-83.9811400302735,-84.832148659729,2024-02-27,GBX
2024-02-28 04:56:00-05:00,38865,38869,38863,38869,42,43,38932.1333900001,38980.5104754828,38883.7563045173,39082.825,39149.65,38949.175,38882.35,,-82.7897832115214,-83.8109659356252,2024-02-27,GBX
2024-02-28 04:57:00-05:00,38868,38868,38863,38865,25,28,38931.4653960697,38979.9282816969,38883.0025104425,39082.825,39149.65,38949.175,38882.35,,-81.7042956910529,-82.757630813339,2024-02-27,GBX
2024-02-28 04:58:00-05:00,38863,38863,38860,38863,24,29,38930.7841483476,38979.2374530233,38882.3308436719,39082.825,39149.65,38949.175,38882.35,,-80.8257931555952,-81.7917119844671,2024-02-27,GBX
2024-02-28 04:59:00-05:00,38863,38863,38853,38856,121,129,38930.0400274685,38978.9564833415,38881.1235715956,39082.825,39149.65,38949.175,38882.35,,-80.4592585264651,-81.1254852554661,2024-02-27,GBX
2024-02-28 05:00:00-05:00,38855,38865,38855,38865,64,68,38929.3928630161,38978.7678616167,38880.0178644155,39082.825,39149.65,38949.175,38882.35,,-79.9997737845701,-80.5626295200181,2024-02-27,GBX
2024-02-28 05:01:00-05:00,38863,38863,38857,38862,17,21,38928.7222872647,38978.3622112523,38879.0823632771,39082.825,39149.65,38949.175,38882.35,,-79.6415450526544,-80.1020872863362,2024-02-27,GBX
2024-02-28 05:02:00-05:00,38863,38877,38863,38874,180,206,38928.1777868939,38978.7416917374,38877.6138820504,39082.825,39149.65,38949.175,38882.35,,-78.7783075700163,-79.4401974281763,2024-02-27,GBX
2024-02-28 05:03:00-05:00,38873,38874,38868,38870,46,53,38927.5989034422,38978.2268490335,38876.9709578509,39082.825,39149.65,38949.175,38882.35,,-77.8045345852214,-78.6223660066988,2024-02-27,GBX
2024-02-28 05:04:00-05:00,38867,38867,38857,38857,40,40,38926.8964267911,38978.2494674511,38875.543386131,39082.825,39149.65,38949.175,38882.35,,-77.4192613447926,-78.0208136757458,2024-02-27,GBX
2024-02-28 05:05:00-05:00,38857,38860,38855,38858,53,55,38926.2108902061,38977.5255921531,38874.8961882591,39082.825,39149.65,38949.175,38882.35,,-77.3891895365201,-77.7050016061329,2024-02-27,GBX
2024-02-28 05:06:00-05:00,38856,38860,38854,38857,26,26,38925.5222246319,38976.8934967088,38874.150952555,39082.825,39149.65,38949.175,38882.35,,-77.6442304713064,-77.6746160387196,2024-02-27,GBX
2024-02-28 05:07:00-05:00,38858,38860,38856,38857,34,34,38924.8404114515,38976.078636045,38873.6021868579,39082.825,39149.65,38949.175,38882.35,,-78.0803331652911,-77.8774746020054,2024-02-27,GBX
2024-02-28 05:08:00-05:00,38858,38863,38858,38861,32,39,38924.2051834768,38975.500739169,38872.9096277847,39082.825,39149.65,38949.175,38882.35,,-78.4304836330687,-78.153979117537,2024-02-27,GBX
2024-02-28 05:09:00-05:00,38863,38864,38854,38856,26,27,38923.5265249348,38975.2569507195,38871.79609915,39082.825,39149.65,38949.175,38882.35,,-78.9512192902044,-78.5525992038707,2024-02-27,GBX
2024-02-28 05:10:00-05:00,38855,38857,38853,38853,30,30,38922.8247684678,38974.4185731004,38871.2309638351,39082.825,39149.65,38949.175,38882.35,,-79.7118930454392,-79.132246124655,2024-02-27,GBX
2024-02-28 05:11:00-05:00,38852,38860,38852,38858,46,47,38922.179745896,38974.0163982437,38870.3430935482,39082.825,39149.65,38949.175,38882.35,,-80.3682651325108,-79.7502556285829,2024-02-27,GBX
2024-02-28 05:12:00-05:00,38858,38861,38857,38857,13,13,38921.5311912104,38973.2301654253,38869.8322169955,39082.825,39149.65,38949.175,38882.35,,-80.9809596369508,-80.3656076327668,2024-02-27,GBX
2024-02-28 05:13:00-05:00,38854,38854,38851,38852,20,20,38920.8393385616,38972.5910593017,38869.0876178214,39082.825,39149.65,38949.175,38882.35,,-81.7828220748782,-81.0742148538225,2024-02-27,GBX
2024-02-28 05:14:00-05:00,38850,38855,38848,38855,27,28,38920.1842207649,38972.0826905524,38868.2857509774,39082.825,39149.65,38949.175,38882.35,,-82.5413054504011,-81.8077601521118,2024-02-27,GBX
2024-02-28 05:15:00-05:00,38854,38856,38853,38855,19,22,38919.5356215533,38971.2012707459,38867.8699723607,39082.825,39149.65,38949.175,38882.35,,-83.2456395976698,-82.5266998748908,2024-02-27,GBX
2024-02-28 05:16:00-05:00,38854,38856,38850,38853,12,12,38918.8735755677,38970.5923028778,38867.1548482576,39082.825,39149.65,38949.175,38882.35,,-83.9857627084439,-83.2562312916674,2024-02-27,GBX
2024-02-28 05:17:00-05:00,38854,38855,38854,38855,12,12,38918.2380176019,38969.6311854363,38866.8448497675,39082.825,39149.65,38949.175,38882.35,,-84.6299853648548,-83.943108328261,2024-02-27,GBX
2024-02-28 05:18:00-05:00,38855,38859,38854,38854,25,27,38917.5988333471,38968.9532631931,38866.2444035012,39082.825,39149.65,38949.175,38882.35,,-85.2363753004211,-84.5897418143411,2024-02-27,GBX
2024-02-28 05:19:00-05:00,38853,38854,38851,38853,25,26,38916.956058886,38968.0830814698,38865.8290363021,39082.825,39149.65,38949.175,38882.35,,-85.8450076199031,-85.2173747171221,2024-02-27,GBX
2024-02-28 05:20:00-05:00,38856,38857,38854,38855,14,15,38916.3395806881,38967.3359861318,38865.3431752444,39082.825,39149.65,38949.175,38882.35,,-86.3397599771155,-85.7785673471188,2024-02-27,GBX
2024-02-28 05:21:00-05:00,38854,38863,38854,38858,38,41,38915.7590873479,38967.0988121404,38864.4193625554,39082.825,39149.65,38949.175,38882.35,,-86.5991288535637,-86.1888481003413,2024-02-27,GBX
2024-02-28 05:22:00-05:00,38861,38868,38861,38867,54,93,38915.2739222997,38967.0480776913,38863.4997669081,39082.825,39149.65,38949.175,38882.35,,-86.2640207336475,-86.2264344169944,2024-02-27,GBX
2024-02-28 05:23:00-05:00,38869,38873,38869,38870,31,33,38914.8234355106,38966.649589356,38862.9972816652,39082.825,39149.65,38949.175,38882.35,,-85.3994342908682,-85.8129343539313,2024-02-27,GBX
2024-02-28 05:24:00-05:00,38869,38873,38869,38872,14,14,38914.3973316747,38966.08591185,38862.7087514994,39082.825,39149.65,38949.175,38882.35,,-84.1139550505448,-84.963444702238,2024-02-27,GBX
2024-02-28 05:25:00-05:00,38871,38872,38863,38867,17,19,38913.9257164342,38965.9507286475,38861.9007042208,39082.825,39149.65,38949.175,38882.35,,-82.8272571097684,-83.8953509060032,2024-02-27,GBX
2024-02-28 05:26:00-05:00,38865,38869,38865,38869,19,19,38913.4786943801,38965.3641542331,38861.5932345271,39082.825,39149.65,38949.175,38882.35,,-81.4739108731581,-82.6846308895806,2024-02-27,GBX
2024-02-28 05:27:00-05:00,38869,38874,38869,38873,28,31,38913.0759213017,38964.9177447383,38861.2340978651,39082.825,39149.65,38949.175,38882.35,,-79.9274860225532,-81.3060584560669,2024-02-27,GBX
2024-02-28 05:28:00-05:00,38874,38883,38874,38881,97,99,38912.7567579056,38965.0280159349,38860.4854998764,39082.825,39149.65,38949.175,38882.35,,-77.9182378077642,-79.6121481319156,2024-02-27,GBX
2024-02-28 05:29:00-05:00,38882,38887,38877,38877,67,69,38912.4009692698,38965.0973889107,38859.7045496289,39082.825,39149.65,38949.175,38882.35,,-75.8355671723156,-77.7238576521156,2024-02-27,GBX
2024-02-28 05:30:00-05:00,38877,38877,38873,38874,20,20,38912.018870073,38964.5690566827,38859.4686834634,39082.825,39149.65,38949.175,38882.35,,-73.8974836510878,-75.8106706516017,2024-02-27,GBX
2024-02-28 05:31:00-05:00,38874,38874,38872,38873,17,19,38911.6306226096,38963.8469765167,38859.4142687026,39082.825,39149.65,38949.175,38882.35,,-72.1552972863944,-73.982983968998,2024-02-27,GBX
2024-02-28 05:32:00-05:00,38873,38881,38873,38880,19,19,38911.3158900464,38963.7688971484,38858.8628829443,39082.825,39149.65,38949.175,38882.35,,-70.2578027316273,-72.1203933503127,2024-02-27,GBX
2024-02-28 05:33:00-05:00,38880,38886,38879,38882,34,36,38911.0241896479,38963.6169678235,38858.4314114723,39082.825,39149.65,38949.175,38882.35,,-68.2064158103443,-70.1634045803285,2024-02-27,GBX
2024-02-28 05:34:00-05:00,38882,38883,38879,38880,17,17,38910.7154912434,38963.1630676462,38858.2679148407,39082.825,39149.65,38949.175,38882.35,,-66.2090019428034,-68.1862032615659,2024-02-27,GBX
2024-02-28 05:35:00-05:00,38879,38888,38878,38888,35,36,38910.4894664549,38963.3604500576,38857.6184828522,39082.825,39149.65,38949.175,38882.35,,-63.9153944047449,-66.0507988331554,2024-02-27,GBX
2024-02-28 06:02:00-05:00,38889,38889,38881,38881,31,31,38906.6519224381,38958.5746735453,38854.729171331,39082.825,39149.65,38949.175,38882.35,,-28.5723436796009,-27.9613274069161,2024-02-27,GBX
2024-02-28 06:03:00-05:00,38881,38885,38878,38884,45,45,38906.4265301751,38958.4943285349,38854.3587318153,39082.825,39149.65,38949.175,38882.35,,-29.6052275899929,-28.7832774984545,2024-02-27,GBX
2024-02-28 06:04:00-05:00,38884,38886,38882,38883,14,14,38906.1934303723,38958.121250639,38854.2656101057,39082.825,39149.65,38949.175,38882.35,,-30.7345652055112,-29.7589213519828,2024-02-27,GBX
2024-02-28 06:05:00-05:00,38882,38886,38881,38886,17,17,38905.9925007169,38957.8762630705,38854.1087383633,39082.825,39149.65,38949.175,38882.35,,-31.7339602326864,-30.7464407923346,2024-02-27,GBX
2024-02-28 06:06:00-05:00,38885,38885,38881,38881,16,16,38905.7438191177,38957.5839619454,38853.90367629,39082.825,39149.65,38949.175,38882.35,,-32.8754729025161,-31.8109568474254,2024-02-27,GBX
2024-02-28 06:07:00-05:00,38884,38884,38880,38881,15,15,38905.4976119623,38957.200041926,38853.7951819986,39082.825,39149.65,38949.175,38882.35,,-34.0744645500907,-32.942710698758,2024-02-27,GBX
2024-02-28 06:08:00-05:00,38880,38885,38880,38881,15,15,38905.2538546294,38956.9144693695,38853.5932398892,39082.825,39149.65,38949.175,38882.35,,-35.2723429921088,-34.1075268454334,2024-02-27,GBX
2024-02-28 06:09:00-05:00,38880,38881,38878,38878,14,14,38904.9826719962,38956.4128328584,38853.552511134,39082.825,39149.65,38949.175,38882.35,,-36.5872452812748,-35.3473860633541,2024-02-27,GBX
2024-02-28 06:10:00-05:00,38879,38886,38879,38886,31,31,38904.7937896878,38956.4684265613,38853.1191528143,39082.825,39149.65,38949.175,38882.35,,-37.517448167724,-36.432417115539,2024-02-27,GBX
2024-02-28 07:09:00-05:00,38887,38887,38881,38881,20,20,38903.1015460239,38948.4886354124,38857.7144566354,39082.825,39149.65,38949.175,38882.35,,2.11436306563585,3.47894166835213,2024-02-27,GBX
2024-02-28 07:10:00-05:00,38881,38888,38880,38887,45,49,38902.9413316356,38948.6330270998,38857.2496361714,39082.825,39149.65,38949.175,38882.35,,0.269769833728347,1.87435575104024,2024-02-27,GBX
2024-02-28 07:12:00-05:00,38884,38884,38879,38881,30,30,38902.5462655405,38948.1811219074,38856.9114091736,39082.825,39149.65,38949.175,38882.35,,-3.59891654226041,-1.72086611149724,2024-02-27,GBX
2024-02-28 07:13:00-05:00,38881,38883,38881,38882,22,23,38902.3418250873,38947.7116580078,38856.9719921669,39082.825,39149.65,38949.175,38882.35,,-5.64811382030527,-3.68448996590125,2024-02-27,GBX
2024-02-28 07:14:00-05:00,38880,38881,38878,38881,56,61,38902.1294686188,38947.4259698684,38856.8329673692,39082.825,39149.65,38949.175,38882.35,,-7.70997457788844,-5.69723227189485,2024-02-27,GBX
2024-02-28 07:15:00-05:00,38883,38885,38881,38884,53,64,38901.9490758962,38947.1729751433,38856.7251766491,39082.825,39149.65,38949.175,38882.35,,-9.50842994767808,-7.60283110978646,2024-02-27,GBX
2024-02-28 07:16:00-05:00,38883,38885,38878,38881,111,128,38901.7406273799,38947.176229122,38856.3050256377,39082.825,39149.65,38949.175,38882.35,,-11.2805731636904,-9.44170213673844,2024-02-27,GBX
2024-02-28 07:17:00-05:00,38883,38884,38874,38875,139,156,38901.4745514855,38947.4033313198,38855.5457716513,39082.825,39149.65,38949.175,38882.35,,-13.3964512249268,-11.4190766808326,2024-02-27,GBX
2024-02-28 07:18:00-05:00,38877,38879,38875,38877,49,50,38901.23102361,38947.0809101126,38855.3811371075,39082.825,39149.65,38949.175,38882.35,,-15.5372572555413,-13.4781669681869,2024-02-27,GBX
